rank,original_name,current_name,ncbi_taxid,status,matched_name_class,source
Genus,Mixta,Mixta,2100764,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mizugakiibacter,Mizugakiibacter,1544982,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mobilibacterium,Mobilibacterium,1935192,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mobilicoccus,Mobilicoccus,984996,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mobilisporobacter,Mobilisporobacter,1780122,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mobilitalea,Mobilitalea,1649471,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mobiluncus,Mobiluncus,2050,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Modestobacter,Modestobacter,88138,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Modicella,Modicella,1440132,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Modicisalibacter,Modicisalibacter,574347,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Moellerella,Moellerella,158848,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Moelleriella,Moelleriella,511189,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mogibacterium,Mogibacterium,86331,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Moheibacter,Moheibacter,1572763,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mollisia,Mollisia,86026,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Monaibacterium,Pontivivens,1844015,updated,synonym,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Monascus,Monascus,5097,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mongoliibacter,Mongoliibacter,1769735,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mongoliimonas,Mongoliimonas,2027874,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mongoliitalea,Mongoliitalea,1511649,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Moniliophthora,Moniliophthora,221102,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Monocercomonoides,Monocercomonoides,302781,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Monoglobus,Monoglobus,2039302,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Monoraphidium,Monoraphidium,34111,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Monosiga,Monosiga,81525,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Monosporascus,Monosporascus,155415,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Moorella,Moorella,216400,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Moorena,Moorena,1155738,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Moraxella,Moraxella,475,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mordavella,Mordavella,1981033,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Morganella,Morganella,581,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Moritella,Moritella,58050,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mortierella,Mortierella,4855,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Motilibacter,Motilibacter,1434021,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Motilimonas,Motilimonas,1914248,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Motiliproteus,Motiliproteus,1775292,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mucilaginibacter,Mucilaginibacter,423349,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mucinivorans,Mucinivorans,1611681,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mucisphaera,Mucisphaera,2913022,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mucispirillum,Mucispirillum,248038,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mucor,Mucor,4830,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Multifurca,Multifurca,670315,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mumia,Mumia,1546255,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Murdochiella,Murdochiella,1161127,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Muribaculum,Muribaculum,1918540,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Muricauda,Allomuricauda,111500,updated,synonym,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Muricomes,Muricomes,1918542,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Muriicola,Muriicola,762641,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Muriiphilus,Maritimibacter,404235,updated,synonym,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Murimonas,Murimonas,1774128,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Murinocardiopsis,Murinocardiopsis,1400055,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Musicola,Musicola,2884243,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Myceligenerans,Myceligenerans,253183,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mycena,Mycena,41247,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mycetocola,Mycetocola,76634,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mycetohabitans,Mycetohabitans,2571159,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mycoavidus,Mycoavidus,1810868,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mycobacterium,Mycobacterium,1763,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mycobacteroides,Mycobacteroides,670516,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mycolicibacillus,Mycolicibacillus,2126281,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mycolicibacter,Mycolicibacter,1073531,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mycolicibacterium,Mycolicibacterium,1866885,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mycoplana,Mycoplana,13159,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mycoplasma,Mycoplasma,2093,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mycoplasmopsis,Mycoplasmopsis,2767358,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Myroides,Myroides,76831,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Mytilinidion,Mytilinidion,574786,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Myxacorys,Myxacorys,2056239,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Myxococcus,Myxococcus,32,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Myxoctovirus,Myxoctovirus,2560181,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Myxosarcina,Myxosarcina,52605,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Naasia,Naasia,1434022,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nadsonia,Nadsonia,45785,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Naegleria,Naegleria,5761,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Naesvirus,Naesvirus,2733115,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nafulsella,Nafulsella,1265689,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Naganishia,Naganishia,1851509,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nakamurella,Nakamurella,53460,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nakaseomyces,Nakaseomyces,374468,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nanchangia,Nanchangia,2888879,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nannochloropsis,Nannochloropsis,5748,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nannocystis,Nannocystis,53,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nanoarchaeum,Nanoarchaeum,193568,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natranaeroarchaeum,Natranaeroarchaeum,2917705,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natranaerobius,Natranaerobius,375928,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natranaerofaba,Natranaerofaba,2807497,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natranaerovirga,Natranaerovirga,1434023,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natrarchaeobaculum,Natrarchaeobaculum,2765402,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natrarchaeobius,Natrarchaeobius,2501796,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natrialba,Natrialba,63742,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natribacillus,Natribacillus,1150774,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natribaculum,Natribaculum,1699375,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natrinema,Natrinema,88723,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronincola,Natronincola,89958,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronoarchaeum,Natronoarchaeum,926359,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronobacterium,Natronobacterium,2256,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronococcus,Natronococcus,29287,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronoflexus,Natronoflexus,1434024,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronoglycomyces,Natronoglycomyces,2838311,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronogracilivirgula,Natronogracilivirga,2812952,updated,synonym,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronohydrobacter,Natronohydrobacter,87171,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronolimnobius,Natronolimnobius,253106,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronolimnohabitans,Natronolimnohabitans,2765403,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronomonas,Natronomonas,63743,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronorubrum,Natronorubrum,134813,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronospirillum,Natronospirillum,2562805,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Natronosporangium,Natronosporangium,2920401,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Naumannella,Naumannella,1294511,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nautilia,Nautilia,191291,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nazgulvirus,Nazgulvirus,2560186,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Ndongobacter,Ndongobacter,1930845,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Necropsobacter,Necropsobacter,908284,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Negativibacillus,Negativibacillus,1980693,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Negativicoccus,Negativicoccus,909928,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neglectibacter,Neglectibacter,1924105,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neiella,Neiella,1434025,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neisseria,Neisseria,482,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nemania,Nemania,109374,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nemoderma,Nemoderma,112058,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neoactinobaculum,Neoactinobaculum,2653802,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neoasaia,Neoasaia,320496,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neobacillus,Neobacillus,2675232,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neocallimastix,Neocallimastix,4756,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neochlamydia,Neochlamydia,112987,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neofamilia,Neofamilia (nom. nud.),1933048,updated,synonym,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neokomagataea,Neokomagataea,1223423,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neolecta,Neolecta,29825,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neomegalonema,Neomegalonema,356797,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neomicrococcus,Neomicrococcus,1868332,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neorhizobium,Neorhizobium,1525371,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neorickettsia,Neorickettsia,33993,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neospora,Neospora,29175,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neosynechococcus,Neosynechococcus,1501143,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neptunicella,Neptunicella,2125985,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neptuniibacter,Neptuniibacter,459520,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Neptunomonas,Neptunomonas,75687,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nesterenkonia,Nesterenkonia,57494,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nevskia,Nevskia,64001,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nguyenibacter,Nguyenibacter,1519186,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Niabella,Niabella,379899,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Niallia,Niallia,2837506,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Niameybacter,Niameybacter,1973274,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Niastella,Niastella,354354,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nibribacter,Nibribacter,1649474,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nibricoccus,Nibricoccus,2576890,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nicoletella,Nicoletella,271159,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nigerium,Nigerium,2042653,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Ningiella,Ningiella,2751156,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nioella,Nioella,1775424,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nisaea,Nisaea,390876,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitophyllum,Nitophyllum,158703,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitratifractor,Nitratifractor,269260,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitratireductor,Nitratireductor,245876,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitratiruptor,Nitratiruptor,269258,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitriliruptor,Nitriliruptor,596499,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrincola,Nitrincola,267849,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitritalea,Nitritalea,1187887,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrobacter,Nitrobacter,911,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrococcus,Nitrococcus,35796,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrogeniibacter,Nitrogeniibacter,2891294,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrolancea,Nitrolancea,1206748,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrosarchaeum,Nitrosarchaeum,1007082,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrosococcus,Nitrosococcus,1227,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrosomonas,Nitrosomonas,914,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrosophilus,Nitrosophilus,2795692,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrosopumilus,Nitrosopumilus,338191,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrososphaera,Nitrososphaera,497726,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrosospira,Nitrosospira,35798,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrosovibrio,Nitrosovibrio,1232,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrospina,Nitrospina,35800,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrospira,Nitrospira,1234,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitrospirillum,Nitrospirillum,1543705,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Nitzschia,Nitzschia,2857,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Niveibacterium,Niveibacterium,1769726,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Genus,Niveispirillum,Niveispirillum,1543704,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
