	Domain	Phylum	Class	Order	Family	Genus	Species
OTU01704	Bacteria	Actinomycetota	 Actinomycetia	Jiangellales	Jiangellaceae	Jiangella	 Jiangella gansuensis
OTU01705	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	 Amycolatopsis xylanica
OTU01706	Bacteria	Chloroflexota	 NA	Unclassified	Unclassified	Unclassified	 Chloroflexi bacterium 13_1_40CM_4_68_4
OTU01707	Bacteria	Bacillota	 Bacilli	Caryophanales	Thermoactinomycetaceae	Melghirimyces	 Melghirimyces profundicolus
OTU01708	Bacteria	Actinomycetota	 Actinomycetia	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	 Geodermatophilus ruber
OTU01709	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	 Paracoccus onubensis
OTU01710	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Actinoplanes	 Actinoplanes rectilineatus
OTU01711	Bacteria	Pseudomonadota	 Betaproteobacteria	Unclassified	Unclassified	Candidatus Accumulibacter	 NA
OTU01712	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Qipengyuania	 Qipengyuania soli
OTU01713	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	 Micromonospora sp. S4605
OTU01714	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Nocardiopsidaceae	Spinactinospora	 Spinactinospora alkalitolerans
OTU01715	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	 Roseomonas vastitatis
OTU01716	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Unclassified	 Hyphomicrobiaceae bacterium
OTU01717	Bacteria	Pseudomonadota	 Betaproteobacteria	Nitrosomonadales	Unclassified	Unclassified	 Methylophilales bacterium RIFCSPHIGHO2_02_FULL_57_10
OTU01718	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	 NA
OTU01719	Bacteria	Actinomycetota	 Actinomycetia	Geodermatophilales	Geodermatophilaceae	Blastococcus	 Blastococcus sp. URHD0036
OTU01720	Archaea	Nitrososphaerota	 NA	Unclassified	Unclassified	Unclassified	 Thaumarchaeota archaeon 13_1_40CM_3_38_6
OTU01721	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Unclassified	Methylibium	 NA
OTU01722	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	 Noviherbaspirillum sp. UKPF54
OTU01723	Bacteria	Pseudomonadota	 Betaproteobacteria	Unclassified	Unclassified	Candidatus Accumulibacter	 Candidatus Accumulibacter sp.
OTU01724	Bacteria	Pseudomonadota	 Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	 Nitrosomonas ureae
OTU01725	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Nocardiaceae	Nocardia	 Nocardia acidivorans
OTU01726	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Azohydromonas	 Calidifontimicrobium sediminis
OTU01727	Bacteria	Bacillota	 Clostridia	Eubacteriales	Gracilibacteraceae	Gracilibacter	 Gracilibacter sp. BRH_c7a
OTU01728	Eukaryota	Ascomycota	 Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	 Penicillium flavigenum
OTU01729	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	 Thauera sp. 2A1
OTU01730	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Maritimibacter	 Maritimibacter harenae
OTU01731	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. SID685
OTU01732	Bacteria	Actinomycetota	 Actinomycetia	Frankiales	Frankiaceae	Frankia	 Frankia casuarinae
OTU01733	Bacteria	Deinococcota	 Deinococci	Thermales	Thermaceae	Oceanithermus	 NA
OTU01734	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Niveibacterium	 NA
OTU01735	Bacteria	Caldisericota	 Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	 Caldisericum exile
OTU01736	Bacteria	Candidatus Kaiserbacteria	 NA	Unclassified	Unclassified	Unclassified	 NA
OTU01737	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. NRRL F-5727
OTU01738	Bacteria	Bacteroidota	 NA	Unclassified	Unclassified	Unclassified	 Bacteroidetes bacterium CG12_big_fil_rev_8_21_14_0_65_60_17
OTU01739	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	 Noviherbaspirillum malthae
OTU01740	Bacteria	Pseudomonadota	 Candidatus Muproteobacteria	Unclassified	Unclassified	Unclassified	 Candidatus Muproteobacteria bacterium RBG_16_60_9
OTU01741	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Cellulomonadaceae	Actinotalea	 Actinotalea caeni
OTU01742	Bacteria	Gemmatimonadota	 NA	Unclassified	Unclassified	Unclassified	 Gemmatimonadetes bacterium 13_2_20CM_70_9
OTU01743	Bacteria	Candidatus Abyssubacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Abyssubacteria bacterium SURF_17
OTU01744	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	 Rhodocyclus gracilis
OTU01745	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Chelativorans	 Chelativorans sp. J32
OTU01746	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. RSD-27
OTU01747	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Rhodovibrionaceae	Pelagibius	 Pelagibius marinus
OTU01748	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	 Hyphomicrobium sp. 99
OTU01749	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Rhodoblastus	 Rhodoblastus acidophilus
OTU01750	Archaea	Methanobacteriota	 Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	 NA
OTU01751	Bacteria	Chloroflexota	 Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	 Thermogemmatispora argillosa
OTU01752	Bacteria	Actinomycetota	 Actinomycetia	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	 Geodermatophilus amargosae
OTU01753	Bacteria	Pseudomonadota	 Betaproteobacteria	Unclassified	Unclassified	Unclassified	 Betaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_69_13
OTU01754	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Reyranellaceae	Reyranella	 Reyranella sp.
OTU01755	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Unclassified	Aquabacterium	 Aquabacterium terrae
OTU01756	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas schmalbachii
OTU01757	Bacteria	Bacteroidota	 Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	 Hymenobacter sp. HSC-4F20
OTU01758	Bacteria	Candidatus Dadabacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Dadabacteria bacterium
OTU01759	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Azonexaceae	Dechloromonas	 Dechloromonas sp. H13
OTU01760	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	 Undibacterium oligocarboniphilum
OTU01761	Bacteria	Pseudomonadota	 Deltaproteobacteria	Syntrophales	Syntrophaceae	Unclassified	 Syntrophaceae bacterium PtaU1.Bin231
OTU01762	Bacteria	Actinomycetota	 Thermoleophilia	Solirubrobacterales	Patulibacteraceae	Patulibacter	 Patulibacter minatonensis
OTU01763	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	 Saccharothrix sp. NRRL B-16348
OTU01764	Bacteria	Pseudomonadota	 Betaproteobacteria	Neisseriales	Chromobacteriaceae	Andreprevotia	 Andreprevotia lacus
OTU01765	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	 Roseomonas sp. OT10
OTU01766	Bacteria	Pseudomonadota	 Candidatus Muproteobacteria	Unclassified	Unclassified	Unclassified	 Candidatus Muproteobacteria bacterium RBG_16_65_34
OTU01767	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Nocardiopsidaceae	Nocardiopsis	 Nocardiopsis chromatogenes
OTU01768	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Unclassified	 NA
OTU01769	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	 Pseudonocardia hydrocarbonoxydans
OTU01770	Bacteria	Pseudomonadota	 Deltaproteobacteria	Syntrophobacterales	Unclassified	Unclassified	 Syntrophobacterales bacterium CG23_combo_of_CG06-09_8_20_14_all_48_27
OTU01771	Bacteria	Chloroflexota	 Anaerolineae	Anaerolineales	Anaerolineaceae	Thermanaerothrix	 Thermanaerothrix daxensis
OTU01772	Bacteria	Pseudomonadota	 Gammaproteobacteria	Chromatiales	Chromatiaceae	Lamprocystis	 Lamprocystis purpurea
OTU01773	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	 Caballeronia sp. Lep1P3
OTU01774	Archaea	Methanobacteriota	 Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	 Archaeoglobus sulfaticallidus
OTU01775	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	 Mycobacterium sp. PS03-16
OTU01776	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	 Actinomadura madurae
OTU01777	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	 NA
OTU01778	Bacteria	Actinomycetota	 NA	Unclassified	Unclassified	Unclassified	 Actinobacteria bacterium 21-73-9
OTU01779	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus	 Azoarcus sp. DN11
OTU01780	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Propionibacteriaceae	Microlunatus	 Microlunatus sp. Gsoil 973
OTU01781	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	 Saccharopolyspora erythraea
OTU01782	Bacteria	Verrucomicrobiota	 Opitutae	Unclassified	Unclassified	Unclassified	 Opitutae bacterium Tous-C1TDCM
OTU01783	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Unclassified	Unclassified	 Rhizobiales bacterium GAS191
OTU01784	Bacteria	Candidatus Methylomirabilota	 NA	Unclassified	Unclassified	Unclassified	 candidate division NC10 bacterium CSP1-5
OTU01785	Bacteria	Actinomycetota	 Actinomycetia	Actinomycetales	Actinomycetaceae	Bowdeniella	 Bowdeniella nasicola
OTU01786	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Nocardiaceae	Nocardia	 Nocardia sp. DSM 111727
OTU01787	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Jonesiaceae	Jonesia	 Jonesia denitrificans
OTU01788	Bacteria	Bacillota	 Bacilli	Caryophanales	Unclassified	Exiguobacterium	 NA
OTU01789	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	 Rhizobium sp. NXC24
OTU01790	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	 NA
OTU01791	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Unclassified	Ideonella	 NA
OTU01792	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	 Mesorhizobium tianshanense
OTU01793	Bacteria	Pseudomonadota	 Gammaproteobacteria	Nevskiales	Nevskiaceae	Unclassified	 NA
OTU01794	Bacteria	Pseudomonadota	 Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiobaca	 Thiobaca trueperi
OTU01795	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Blastochloridaceae	Blastochloris	 Blastochloris tepida
OTU01796	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	 Kibdelosporangium banguiense
OTU01797	Bacteria	Candidatus Aminicenantes	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Aminicenantes bacterium RBG_13_63_10
OTU01798	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	 Brachybacterium phenoliresistens
OTU01799	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	 Actinomadura algeriensis
OTU01800	Bacteria	Acidobacteriota	 NA	Unclassified	Unclassified	Unclassified	 Acidobacteria bacterium AB60
OTU01801	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Nocardiopsidaceae	Thermobifida	 Thermobifida alba
OTU01802	Bacteria	Pseudomonadota	 Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Tahibacter	 Tahibacter aquaticus
OTU01803	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	 Comamonadaceae bacterium OH2545_COT-014
OTU01804	Archaea	Methanobacteriota	 Archaeoglobi	Archaeoglobales	Unclassified	Unclassified	 Archaeoglobales archaeon
OTU01805	Bacteria	Pseudomonadota	 Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	 Acidithiobacillus sulfuriphilus
OTU01806	Bacteria	Pseudomonadota	 Betaproteobacteria	Neisseriales	Neisseriaceae	Bergeriella	 Bergeriella denitrificans
OTU01807	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	 Halomonas qijiaojingensis
OTU01808	Bacteria	Bacteroidota	 Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	 Chitinophaga sp. CF118
OTU01809	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	 Amycolatopsis sp. SID8362
OTU01810	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	 Arthrobacter sp. H14
OTU01811	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Alcaligenaceae	Orrella	 Orrella marina
OTU01812	Bacteria	Actinomycetota	 Actinomycetia	Catenulisporales	Unclassified	Unclassified	 NA
OTU01813	Bacteria	Pseudomonadota	 Betaproteobacteria	Neisseriales	Chromobacteriaceae	Leeia	 Leeia oryzae
OTU01814	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	 Limnohabitans planktonicus
OTU01815	Bacteria	Acidobacteriota	 Blastocatellia	Unclassified	Unclassified	Unclassified	 Blastocatellia bacterium
OTU01816	Bacteria	Ignavibacteriota	 Ignavibacteria	Unclassified	Unclassified	Unclassified	 NA
OTU01817	Bacteria	Acidobacteriota	 NA	Unclassified	Unclassified	Unclassified	 Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21
OTU01818	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	 Rhizobium sp. FKL33
OTU01819	Bacteria	Pseudomonadota	 Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	 Anaeromyxobacter sp. SG22
OTU01820	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas aeruginosa
OTU01821	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Micrococcaceae	Paeniglutamicibacter	 Paeniglutamicibacter kerguelensis
OTU01822	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Azohydromonas	 NA
OTU01823	Bacteria	Pseudomonadota	 Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Unclassified	 Desulfobulbaceae bacterium
OTU01824	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	 Ralstonia sp. A12
OTU01825	Bacteria	Pseudomonadota	 Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	 NA
OTU01826	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Halobacillus	 NA
OTU01827	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	 Amycolatopsis marina
OTU01828	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	 Bordetella sp. FB-8
OTU01829	Bacteria	Pseudomonadota	 Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfacinum	 Desulfacinum infernum
OTU01830	Bacteria	Pseudomonadota	 Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	 NA
OTU01831	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus	 Azoarcus nasutitermitis
OTU01832	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Gordoniaceae	Gordonia	 Gordonia bronchialis
OTU01833	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Nocardiopsidaceae	Nocardiopsis	 Nocardiopsis composta
OTU01834	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Cryobacterium	 Cryobacterium sp. TmT2-48-2
OTU01835	Bacteria	Pseudomonadota	 Betaproteobacteria	Nitrosomonadales	Sulfuricellaceae	Sulfuricella	 NA
OTU01836	Bacteria	Pseudomonadota	 Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	 Desulfonatronum thiodismutans
OTU01837	Bacteria	Pseudomonadota	 Betaproteobacteria	Nitrosomonadales	Usitatibacteraceae	Usitatibacter	 Usitatibacter rugosus
OTU01838	Bacteria	Gemmatimonadota	 NA	Unclassified	Unclassified	Unclassified	 Gemmatimonadetes bacterium GWC2_71_10
OTU01839	Bacteria	Pseudomonadota	 Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Ferriphaselus	 Ferriphaselus sp. R-1
OTU01840	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Nitrincola	 Nitrincola tapanii
OTU01841	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Unclassified	 NA
OTU01842	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas linyingensis
OTU01843	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Azonexaceae	Dechloromonas	 Dechloromonas sp.
OTU01844	Bacteria	Pseudomonadota	 Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Novimethylophilus	 Novimethylophilus kurashikiensis
OTU01845	Eukaryota	Rhodophyta	 Bangiophyceae	Cyanidiales	Cyanidiaceae	Cyanidioschyzon	 Cyanidioschyzon merolae
OTU01846	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Corynebacteriaceae	Corynebacterium	 Corynebacterium cyclohexanicum
OTU01847	Bacteria	Cyanobacteriota	 NA	Nostocales	Unclassified	Unclassified	 NA
OTU01848	Bacteria	Acidobacteriota	 NA	Unclassified	Unclassified	Unclassified	 Acidobacteria bacterium 13_2_20CM_56_17
OTU01849	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora	 Actinokineospora bangkokensis
OTU01850	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	 Psychroflexus halocasei
OTU01851	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	 Bordetella flabilis
OTU01852	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	 Bradyrhizobium sp.
OTU01853	Bacteria	Chloroflexota	 Anaerolineae	Unclassified	Unclassified	Unclassified	 Anaerolineae bacterium SM23_ 63
OTU01854	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas (ex Stolz et al. 2005)	 NA
OTU01855	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Phyllobacterium	 NA
OTU01856	Bacteria	Pseudomonadota	 Deltaproteobacteria	Myxococcales	Kofleriaceae	Haliangium	 Haliangium ochraceum
OTU01857	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	 Micromonospora terminaliae
OTU01858	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified	 Oxalobacteraceae bacterium OM1
OTU01859	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Phreatobacteraceae	Phreatobacter	 Phreatobacter stygius
OTU01860	Bacteria	Candidatus Omnitrophica	 NA	Unclassified	Unclassified	Unclassified	 Omnitrophica bacterium RIFCSPLOWO2_12_FULL_50_11
OTU01861	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	 Paraburkholderia acidiphila
OTU01862	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Propionibacteriaceae	Microlunatus	 Microlunatus elymi
OTU01863	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus	 NA
OTU01864	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Propionibacteriaceae	Granulicoccus	 Granulicoccus phenolivorans
OTU01865	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Microbispora	 Microbispora sp. H11081
OTU01866	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Propionibacteriaceae	Desertihabitans	 NA
OTU01867	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas akapageensis
OTU01868	Bacteria	Nitrospirota	 Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	 Nitrospira sp. KM1
OTU01869	Bacteria	Bacillota	 Clostridia	Eubacteriales	Peptococcaceae	Unclassified	 Peptococcaceae bacterium 1109
OTU01870	Bacteria	Verrucomicrobiota	 Opitutae	Opitutales	Opitutaceae	Opitutus	 Opitutus sp. ER46
OTU01871	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	 Paraburkholderia acidisoli
OTU01872	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	 Duganella sp. FT3S
OTU01873	Bacteria	Pseudomonadota	 Gammaproteobacteria	Unclassified	Unclassified	Unclassified	 Gammaproteobacteria bacterium 13_2_20CM_66_19
OTU01874	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	 Magnetospirillum sp. UT-4
OTU01875	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Unclassified	Rubrivivax	 Rubrivivax albus
OTU01876	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	 Sphingomonas yantingensis
OTU01877	Bacteria	Chloroflexota	 NA	Unclassified	Unclassified	Unclassified	 Chloroflexi bacterium RBG_16_56_8
OTU01878	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	 Mesorhizobium sp. J8
OTU01879	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	 Herminiimonas sp. CN
OTU01880	Bacteria	Candidatus Rokubacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Rokubacteria bacterium GWF2_70_14
OTU01881	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Leucobacter	 Leucobacter sp. H25R-14
OTU01882	Bacteria	Actinomycetota	 Actinomycetia	Frankiales	Frankiaceae	Frankia	 Frankia sp. EUN1f
OTU01883	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	 NA
OTU01884	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	 Burkholderia sp. D7
OTU01885	Bacteria	Pseudomonadota	 Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	 Phenylobacterium sp.
OTU01886	Bacteria	Candidatus Eremiobacteraeota	 Candidatus Eremiobacteria	Candidatus Eremiobacterales	Candidatus Eremiobacteraceae	Candidatus Eremiobacter	 Candidatus Eremiobacter sp. RRmetagenome_bin22
OTU01887	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Reyranellaceae	Reyranella	 Reyranella sp. CPCC 100927
OTU01888	Bacteria	Armatimonadota	 NA	Unclassified	Unclassified	Unclassified	 NA
OTU01889	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 bacterium HR37
OTU01890	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Ancylobacter	 Ancylobacter defluvii
OTU01891	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Acrocarpospora	 Acrocarpospora pleiomorpha
OTU01892	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Xenophilus	 Xenophilus azovorans
OTU01893	Bacteria	Bacteroidota	 Chitinophagia	Chitinophagales	Chitinophagaceae	Unclassified	 Chitinophagaceae bacterium
OTU01894	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nonomuraea	 Nonomuraea montanisoli
OTU01895	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	 Burkholderia pyrrocinia
OTU01896	Bacteria	Pseudomonadota	 Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Unclassified	 Geobacteraceae bacterium GWC2_55_20
OTU01897	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	 Amycolatopsis pithecellobii
OTU01898	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Skermanella	 Skermanella rosea
OTU01899	Bacteria	Pseudomonadota	 Deltaproteobacteria	Unclassified	Unclassified	Unclassified	 Deltaproteobacteria bacterium RBG_13_60_28
OTU01900	Bacteria	Chloroflexota	 NA	Unclassified	Unclassified	Unclassified	 Chloroflexi bacterium 54-19
OTU01901	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	 NA
