	Domain	Phylum	Class	Order	Family	Genus	Species
OTU25559	Bacteria	Pseudomonadota	 Betaproteobacteria	Nitrosomonadales	Unclassified	Unclassified	 Gallionellales bacterium GWA2_54_124
OTU25560	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Allobacillus	 Allobacillus saliphilus
OTU25561	Bacteria	Candidatus Kaiserbacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Kaiserbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_47_16
OTU25562	Viruses	Uroviricota	 Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	 Butyrivibrio virus Ceridwen
OTU25563	Archaea	Methanobacteriota	 Halobacteria	Halobacteriales	Halobacteriaceae	Halarchaeum	 NA
OTU25564	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Klugiella	 Klugiella xanthotipulae
OTU25565	Bacteria	Bacillota	 Bacilli	Caryophanales	Listeriaceae	Brochothrix	 Brochothrix campestris
OTU25566	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Agromyces	 Agromyces albus
OTU25567	Bacteria	Spirochaetota	 Spirochaetia	Spirochaetales	Spirochaetaceae	Unclassified	 uncultured Spirochaetaceae bacterium
OTU25568	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	 Comamonas sp. 26
OTU25569	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pelagovum	 Pelagovum pacificum
OTU25570	Bacteria	Pseudomonadota	 Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	 Acinetobacter indicus
OTU25571	Bacteria	Actinomycetota	 Actinomycetia	Actinopolysporales	Actinopolysporaceae	Actinopolyspora	 Actinopolyspora righensis
OTU25572	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	 Bradyrhizobium diversitatis
OTU25573	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Unclassified	Rhizobacter	 Rhizobacter sp. Root16D2
OTU25574	Bacteria	Pseudomonadota	 Deltaproteobacteria	Unclassified	Unclassified	Unclassified	 Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_39
OTU25575	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	 Rhizobium sp. CCGE 510
OTU25576	Bacteria	Candidatus Yanofskybacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_41_26
OTU25577	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	 Sphingomonas sp. TF3
OTU25578	Bacteria	Bacillota	 Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	 Streptococcus sp. S784/96/1
OTU25579	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodobacter	 Rhodobacter sp. CZR27
OTU25580	Bacteria	Spirochaetota	 Spirochaetia	Unclassified	Unclassified	Unclassified	 NA
OTU25581	Bacteria	Bacillota	 NA	Unclassified	Unclassified	Unclassified	 Firmicutes bacterium CAG:582
OTU25582	Eukaryota	Evosea	 Eumycetozoa	Dictyosteliales	Dictyosteliaceae	Dictyostelium	 Dictyostelium discoideum
OTU25583	Bacteria	Bacillota	 Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	 Anaerococcus marasmi
OTU25584	Bacteria	Pseudomonadota	 Alphaproteobacteria	Holosporales	Holosporaceae	Candidatus Cytomitobacter	 NA
OTU25585	Bacteria	Pseudomonadota	 Gammaproteobacteria	Unclassified	Unclassified	Unclassified	 Solemya elarraichensis gill symbiont
OTU25586	Eukaryota	Ascomycota	 Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	 Biscogniauxia mediterranea
OTU25587	Bacteria	Bacteroidota	 Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	 Spirosoma fluviale
OTU25588	Bacteria	Bacillota	 Clostridia	Eubacteriales	Oscillospiraceae	Harryflintia	 Harryflintia acetispora
OTU25589	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	 Comamonas sp. B-9
OTU25590	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	 Flavobacterium fontis
OTU25591	Bacteria	Pseudomonadota	 Oligoflexia	Bdellovibrionales	Unclassified	Unclassified	 Bdellovibrionales bacterium CG22_combo_CG10-13_8_21_14_all_38_13
OTU25592	Bacteria	Aquificota	 Aquificae	Unclassified	Unclassified	Unclassified	 NA
OTU25593	Bacteria	Bacteroidota	 Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	 Algoriphagus ratkowskyi
OTU25594	Bacteria	Bacillota	 Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	 Peptostreptococcus sp. MV1
OTU25595	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 Parcubacteria group bacterium GW2011_GWA2_48_9
OTU25596	Bacteria	Bacillota	 Bacilli	Caryophanales	Staphylococcaceae	Staphylococcus	 Staphylococcus durrellii
OTU25597	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Fredinandcohnia	 Fredinandcohnia humi
OTU25598	Bacteria	Pseudomonadota	 Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	 Serratia proteamaculans
OTU25599	Bacteria	Pseudomonadota	 Zetaproteobacteria	Unclassified	Unclassified	Unclassified	 Zetaproteobacteria bacterium CG12_big_fil_rev_8_21_14_0_65_54_13
OTU25600	Viruses	Uroviricota	 Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	 Methanoculleus virus L4768
OTU25601	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas sp. PDM32
OTU25602	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	 Flavobacterium saccharophilum
OTU25603	Eukaryota	Ascomycota	 Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	 Torulaspora sp. CBS 2947
OTU25604	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Bacillus	 Bacillus sp. 166amftsu
OTU25605	Bacteria	Pseudomonadota	 Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	 Asticcacaulis sp. AND118
OTU25606	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	 Paracoccus hibiscisoli
OTU25607	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Litoreibacter	 NA
OTU25608	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	 Rhodoferax sp. TH121
OTU25609	Eukaryota	Evosea	 NA	Mastigamoebida	Mastigamoebidae	Mastigamoeba	 Mastigamoeba balamuthi
OTU25610	Bacteria	Bacteroidota	 Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	 Pedobacter psychrotolerans
OTU25611	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	 Flavobacterium laiguense
OTU25612	Bacteria	Pseudomonadota	 Gammaproteobacteria	Vibrionales	Vibrionaceae	Salinivibrio	 Salinivibrio sp. PR5
OTU25613	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	 Limnohabitans sp. Hippo3
OTU25614	Bacteria	Cyanobacteriota	 NA	Nostocales	Nostocaceae	Nostoc	 Nostoc sp. 3335mG
OTU25615	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	 Halomonas sp. ANAO-440
OTU25616	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Micrococcaceae	Nesterenkonia	 Nesterenkonia halophila
OTU25617	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	 Halomonas sp. A11-A
OTU25618	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	 Microbacterium sp. YMB-B2
OTU25619	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Agrococcus	 Agrococcus sp. Marseille-P2731
OTU25620	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Gordoniaceae	Unclassified	 NA
OTU25621	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Aliiroseovarius	 Aliiroseovarius marinus
OTU25622	Bacteria	Bacillota	 Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	 Paenibacillus sp. ALJ109b
OTU25623	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. NTH33
OTU25624	Eukaryota	Basidiomycota	 Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	 Marasmius oreades
OTU25625	Eukaryota	Ascomycota	 Saccharomycetes	Saccharomycetales	Unclassified	Diutina	 Diutina rugosa
OTU25626	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	 Mycobacterium talmoniae
OTU25627	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	 Acidovorax sp. 106
OTU25628	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	 Paracoccus alcaliphilus
OTU25629	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. SID2119
OTU25630	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	 Halomonas sp. MCCC 1A13316
OTU25631	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	 Algibacter lectus
OTU25632	Bacteria	Bacillota	 Negativicutes	Veillonellales	Veillonellaceae	Dialister	 uncultured Dialister sp.
OTU25633	Bacteria	Bacillota	 Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	 Alloiococcus otitis
OTU25634	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	 Polaribacter irgensii
OTU25635	Bacteria	Bacillota	 Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Traorella	 Traorella massiliensis
OTU25636	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia	 Kordia periserrulae
OTU25637	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacterium	 Propionibacterium sp. CG1_02_60_36
OTU25638	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	 Marinobacter sp. LV10R520-4
OTU25639	Bacteria	Pseudomonadota	 Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	 Lysobacter sp. yr284
OTU25640	Bacteria	Pseudomonadota	 Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	 Campylobacter sp. LMG 7974
OTU25641	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Humibacter	 Humibacter albus
OTU25642	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	 Halomonas pellis
OTU25643	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Intrasporangiaceae	Janibacter	 NA
OTU25644	Bacteria	Bacteroidota	 Cytophagia	Cytophagales	Spirosomaceae	Dyadobacter	 Dyadobacter beijingensis
OTU25645	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	 Arthrobacter sp. DWC3
OTU25646	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Bacillus	 Bacillus sp. ISL-51
OTU25647	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. SLBN-115
OTU25648	Bacteria	Actinomycetota	 Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	 Actinomyces naeslundii
OTU25649	Bacteria	Mycoplasmatota	 NA	Unclassified	Unclassified	Unclassified	 Tenericutes bacterium ADurb.Bin087
OTU25650	Bacteria	Pseudomonadota	 Gammaproteobacteria	Enterobacterales	Erwiniaceae	Rosenbergiella	 Rosenbergiella collisarenosi
OTU25651	Bacteria	Bacillota	 Bacilli	Lactobacillales	Lactobacillaceae	Holzapfeliella	 Holzapfelia floricola
OTU25652	Bacteria	Pseudomonadota	 Hydrogenophilalia	Hydrogenophilales	Unclassified	Unclassified	 Hydrogenophilales bacterium 12-64-13
OTU25653	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	 Polynucleobacter sp. 39-46-10
OTU25654	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Intrasporangiaceae	Arsenicicoccus	 Arsenicicoccus piscis
OTU25655	Bacteria	Bacillota	 Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	 Oribacterium sp. C9
OTU25656	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Micrococcaceae	Zhihengliuella	 Zhihengliuella flava
OTU25657	Bacteria	Pseudomonadota	 Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	 Glaciecola sp. MH2013
OTU25658	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium	 Ornithinimicrobium sp. CNJ-824
OTU25659	Bacteria	Pseudomonadota	 Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	 Lysobacter bugurensis
OTU25660	Archaea	Methanobacteriota	 NA	Unclassified	Unclassified	Unclassified	 uncultured euryarchaeote Alv-FOS1
OTU25661	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	 Zunongwangia atlantica
OTU25662	Bacteria	Bacteroidota	 Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	 uncultured Dysgonomonas sp.
OTU25663	Eukaryota	Ascomycota	 Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Unclassified	 NA
OTU25664	Bacteria	Pseudomonadota	 Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	 Xenorhabdus poinarii
OTU25665	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas sp. GM84
OTU25666	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	 Marinomonas sp. KMM3893
OTU25667	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	 Rhizobium sp. BK650
OTU25668	Eukaryota	Ascomycota	 Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	 Pyricularia oryzae
OTU25669	Eukaryota	Chytridiomycota	 Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Neocallimastix	 NA
OTU25670	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. ISL-43
OTU25671	Bacteria	Thermotogae	 Thermotogae	Petrotogales	Petrotogaceae	Marinitoga	 Marinitoga piezophila
OTU25672	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	 Komagataeibacter sucrofermentans
OTU25673	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 uncultured bacterium CSLD10
OTU25674	Bacteria	Actinomycetota	 Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	 Adlercreutzia hattorii
OTU25675	Bacteria	Candidatus Saccharibacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Saccharibacteria bacterium SW_7_54_9
OTU25676	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces acidiscabies
OTU25677	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas guineae
OTU25678	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 Parcubacteria group bacterium GW2011_GWA2_56_21
OTU25679	Bacteria	Pseudomonadota	 Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	 Pseudoalteromonas sp. BSi20429
OTU25680	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Corynebacteriaceae	Corynebacterium	 Corynebacterium sp. HMSC071B10
OTU25681	Bacteria	Candidatus Blackburnbacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_12_FULL_41_13b
OTU25682	Bacteria	Bacillota	 Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	 Paenibacillus sp. 1_12
OTU25683	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Unclassified	Unclassified	 Flavobacteriales bacterium TMED191
OTU25684	Bacteria	Pseudomonadota	 Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	 Pseudoalteromonas fuliginea
OTU25685	Bacteria	Bacillota	 Negativicutes	Selenomonadales	Selenomonadaceae	Propionispira	 Propionispira raffinosivorans
OTU25686	Archaea	Nitrososphaerota	 NA	Unclassified	Unclassified	Unclassified	 uncultured marine thaumarchaeote AD1000_54_F06
OTU25687	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Unclassified	 NA
OTU25688	Bacteria	Candidatus Staskawiczbacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Staskawiczbacteria bacterium RIFOXYC1_FULL_38_18
OTU25689	Bacteria	Pseudomonadota	 Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	 Stenotrophomonas sp. ESTM1D_MKCIP4_1
OTU25690	Eukaryota	Mucoromycota	 Glomeromycetes	Glomerales	Entrophosporaceae	Entrophospora	 NA
OTU25691	Eukaryota	Ascomycota	 Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	 Hypoxylon sp. NC0597
OTU25692	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Psychrobacillus	 Psychrobacillus vulpis
OTU25693	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	 Arthrobacter sp. NEB 688
OTU25694	Bacteria	Bacteroidota	 Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	 Echinicola soli
OTU25695	Bacteria	Pseudomonadota	 Gammaproteobacteria	Unclassified	Unclassified	Unclassified	 Gammaproteobacteria bacterium CG12_big_fil_rev_8_21_14_0_65_46_12
OTU25696	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	 Advenella sp. EE-W14
OTU25697	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	 Agrobacterium bohemicum
OTU25698	Bacteria	Pseudomonadota	 Alphaproteobacteria	Unclassified	Unclassified	Unclassified	 Alphaproteobacteria bacterium 17-39-52
OTU25699	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	 Burkholderia sp. BDU5
OTU25700	Eukaryota	Unclassified	 Eustigmatophyceae	Unclassified	Unclassified	Unclassified	 NA
OTU25701	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Terribacillus	 Terribacillus halophilus
OTU25702	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	 Bordetella sp.
OTU25703	Bacteria	Candidatus Roizmanbacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Roizmanbacteria bacterium CG03_land_8_20_14_0_80_36_21
OTU25704	Bacteria	Pseudomonadota	 Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	 Lysobacter sp. MMG2
OTU25705	Bacteria	Pseudomonadota	 Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	 Vibrio variabilis
OTU25706	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Herbiconiux	 Herbiconiux sp. VKM Ac-1786
OTU25707	Bacteria	Bacteroidota	 Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 Bacteroides sp. 519
OTU25708	Bacteria	Pseudomonadota	 Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	 Vibrio cyclitrophicus
OTU25709	Bacteria	Spirochaetota	 Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	 Borrelia maritima
OTU25710	Bacteria	Bacteroidota	 Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter	 Olivibacter sp. XZL3
OTU25711	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Conyzicola	 Conyzicola nivalis
OTU25712	Eukaryota	Chlorophyta	 Chlorophyceae	Chlamydomonadales	Volvocaceae	Volvox	 Volvox obversus
OTU25713	Bacteria	Bacteroidota	 NA	Unclassified	Unclassified	Unclassified	 Bacteroidetes bacterium CG_4_10_14_3_um_filter_42_6
OTU25714	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	 Sphingomonas ursincola
OTU25715	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. NRRL S-118
OTU25716	Bacteria	Bacillota	 Clostridia	Eubacteriales	Lachnospiraceae	Unclassified	 Lachnospiraceae bacterium OM04-12BH
OTU25717	Bacteria	Pseudomonadota	 Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	 Neisseria sp. oral taxon 014
OTU25718	Bacteria	Bacillota	 Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	 Turicibacter sanguinis
OTU25719	Eukaryota	Ascomycota	 Eurotiomycetes	Onygenales	Arthrodermataceae	Unclassified	 NA
OTU25720	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas sp. M30-35
OTU25721	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bizionia	 NA
OTU25722	Eukaryota	Basidiomycota	 Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Unclassified	 NA
OTU25723	Bacteria	Pseudomonadota	 Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Rappaport	 Rappaport israeli
OTU25724	Bacteria	Bacillota	 Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	 Selenomonas sp. oral taxon 149
OTU25725	Bacteria	Pseudomonadota	 Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	 Xenorhabdus vietnamensis
OTU25726	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces graminilatus
OTU25727	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Pelagerythrobacter	 Pelagerythrobacter marinus
OTU25728	Bacteria	candidate division CPR2	 NA	Unclassified	Unclassified	Unclassified	 candidate division CPR2 bacterium GW2011_GWC1_39_9
OTU25729	Bacteria	Verrucomicrobiota	 Verrucomicrobiae	Verrucomicrobiales	Unclassified	Unclassified	 Verrucomicrobiales bacterium 32-60-5
OTU25730	Eukaryota	Ascomycota	 Sordariomycetes	Sordariales	Chaetomiaceae	Thermochaetoides	 Thermochaetoides thermophila
OTU25731	Bacteria	Bacillota	 Clostridia	Eubacteriales	Clostridiaceae	Clostridium	 Clostridium sp. CAG:967
OTU25732	Bacteria	Bacillota	 Clostridia	Eubacteriales	Clostridiaceae	Clostridium	 Clostridium transplantifaecale
OTU25733	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Brevirhabdus	 Brevirhabdus pacifica
OTU25734	Bacteria	Bacteroidota	 Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 Bacteroides bouchesdurhonensis
OTU25735	Archaea	Methanobacteriota	 Halobacteria	Halobacteriales	Haloferacaceae	Halobellus	 Halobellus sp. Atlit-31R
OTU25736	Eukaryota	Ascomycota	 Leotiomycetes	Helotiales	Dermateaceae	Coleophoma	 NA
OTU25737	Archaea	Nitrososphaerota	 Nitrososphaeria	Candidatus Nitrosocaldales	Candidatus Nitrosocaldaceae	Candidatus Nitrosocaldus	 Candidatus Nitrosocaldus cavascurensis
OTU25738	Bacteria	Candidatus Moranbacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Moranbacteria bacterium CG06_land_8_20_14_3_00_40_12
OTU25739	Bacteria	Bacillota	 Bacilli	Caryophanales	Caryophanaceae	Viridibacillus	 Viridibacillus arvi
OTU25740	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas sp. B11D7D
OTU25741	Bacteria	Pseudomonadota	 Oligoflexia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	 Bdellovibrio sp. SCN 50-8
OTU25742	Bacteria	Bacillota	 Bacilli	Caryophanales	Paenibacillaceae	Saccharibacillus	 Saccharibacillus deserti
OTU25743	Viruses	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 uncultured marine virus
OTU25744	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	 Acetobacter okinawensis
OTU25745	Eukaryota	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 fungal sp. No.11243
OTU25746	Bacteria	Bacillota	 Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	 Ruminococcus sp. CAG:488
OTU25747	Archaea	Methanobacteriota	 Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	 Natrinema sp. CBA1119
OTU25748	Bacteria	Spirochaetota	 Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	 Leptospira wolbachii
OTU25749	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Bacillus	 Bacillus freudenreichii
OTU25750	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Leucobacter	 Leucobacter zeae
