,AM.P1.D,AM.P1.R,AM.P2.D,AM.P2.R,TIA.P1.D,TIA.P1.R,TIA.P2.D,TIA.P2.R,TI.P1.D,TI.P1.R,TI.P2.D,TI.P2.R,TI.P3.D,TI.P3.R,TI.P4.D,TI.P4.R,VI.P1.D,VI.P1.R,VI.P2.D,VI.P2.R
"M00848 | Aurachin biosynthesis, anthranilate => aurachin A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00849 | C5 isoprenoid biosynthesis, mevalonate pathway, archaea",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
"M00850 | Vibrio cholerae pathogenicity signature, cholera toxins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00851 | Carbapenem resistance,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M00852 | Vibrio cholerae pathogenicity signature, toxin coregulated pilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00853 | ETEC pathogenicity signature, colonization factors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00854 | Glycogen biosynthesis, glucose-1P => glycogen/starch",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"M00855 | Glycogen degradation, glycogen => glucose-6P",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"M00856 | Salmonella enterica pathogenicity signature, typhoid toxin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00857 | Salmonella enterica pathogenicity signature, Vi antigen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00859 | Bacillus anthracis pathogenicity signature, anthrax toxin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00860 | Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00861 | beta-Oxidation, peroxisome, VLCFA",1,0,1,0,1,2,0,1,1,1,1,1,1,0,2,1,1,1,1,1
"M00862 | beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
"M00866 | KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type",2,2,1,2,1,0,2,0,1,2,1,2,2,1,1,2,0,0,0,1
M00867 | KDO2-lipid A modification pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00868 | Heme biosynthesis, animals and fungi, glycine => heme",0,2,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0
"M00872 | O-glycan biosynthesis, mannose type (core M3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00873 | Fatty acid biosynthesis in mitochondria, animals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00874 | Fatty acid biosynthesis in mitochondria, fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00875 | Staphyloferrin B biosynthesis, L-serine => staphyloferrin B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00876 | Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00877 | Kanosamine biosynthesis, glucose 6-phosphate => kanosamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00878 | Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA",1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"M00879 | Arginine succinyltransferase pathway, arginine => glutamate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00880 | Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"M00889 | Puromycin biosynthesis, ATP => puromycin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00890 | Roseoflavin biosynthesis, FMN => roseoflavin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00891 | Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00892 | UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"M00893 | Lovastatin biosynthesis, malonyl-CoA => lovastatin acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00894 | Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00900 | Crocin biosynthesis, crocetin => crocin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00901 | Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00902 | Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00903 | Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00904 | Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00905 | Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00906 | Ethynylserine biosynthesis, lysine => ethynylserine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00909 | UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
M00910 | Phenylalanine_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M00911 | Riboflavin_biosynthesis_fungi,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
M00912 | NAD_biosynthesis,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
M00913 | Pantothenate_biosynthesis,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
M00914 | Coenzyme_A_biosynthesis_archaea,1,0,0,0,1,0,1,1,0,2,1,1,0,1,0,1,1,1,0,1
M00915 | Caffeine_degradation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00916 | Pyridoxal-P_biosynthesis,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
M00917 | Phytosterol_biosynthesis_squalene_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00918 | Aerobactin_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00919 | Ectoine_degradation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00921 | Cyclooctatin_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00922 | CMP-Neu5Ac_biosynthesis,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
M00923 | UDP-L-FucNAm_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00924 | Cobalamin_biosynthesis_anaerobicc-diamide,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
M00925 | Cobalamin_biosynthesis_aerobicc-diamide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00926 | Heme_biosynthesis_bacteria,2,2,0,2,1,1,1,0,1,1,1,1,2,1,0,1,1,1,1,1
M00927 | Gibberellin_A12_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00928 | Gibberellin_A4--A1_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00929 | Gibberellin_A1_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00930 | Menaquinone_biosynthesis_futalosine_pathway,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M00931 | Menaquinone_biosynthesis_modified_futalosine_pathway,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M00932 | Phylloquinone_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00933 | Plastoquinone_biosynthesis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00934 | Mycinamicin_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00935 | Methanofuran_biosynthesis,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
M00936 | Melatonin_biosynthesis_plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00937 | Aflatoxin_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00938 | Pyrimidine_deoxyribonucleotide_biosynthesis,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,1,1
M00939 | Pyrimidine_degradation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00940 | Flavanone_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00941 | Isoflavone_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00942 | Pterocarpan_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00943 | Reticuline_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00944 | Morphine_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00945 | Sanguinarine_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00946 | Noscapine_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00947 | D-Arginine_racemization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00948 | Hydroxyproline_degradation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00949 | Staphylopine_biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00950 | Biotin_biosynthesis_BioU_pathway,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0
